timestamp,value
2025-10-28T09:14:20Z,97.4
2025-10-28T09:15:20Z,97.4
2025-10-28T09:16:20Z,50.0
2025-10-28T09:17:20Z,97.4
2025-10-28T09:18:20Z,50.0
2025-10-28T09:56:50Z,50.0
2025-10-28T09:57:50Z,50.0
2025-10-28T09:58:50Z,50.0
2025-10-28T09:59:50Z,50.0
2025-10-28T10:00:50Z,50.0
2025-10-28T10:01:50Z,50.0
2025-10-28T21:38:50Z,50.0
2025-10-28T21:39:50Z,50.0
2025-10-28T21:40:50Z,50.0
2025-10-28T21:41:50Z,50.0
2025-10-28T21:42:50Z,50.0
